
match_id,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed
1,1,3.2,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,CR Woakes,0,,,,,,,
1,1,3.3,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,CR Woakes,4,,,,,,,
1,1,3.4,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,CR Woakes,0,,,,,,,
1,1,3.5,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,CR Woakes,1,,,,,,,
1,1,3.6,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,0,,,,,,,
1,1,4.1,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,RJW Topley,4,,,,,,,
1,1,4.2,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,4.3,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,RJW Topley,0,1,,,,,,
1,1,4.4,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,4.5,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,4.6,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,4.7,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,5.1,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,0,,,,,,,
1,1,5.2,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,0,,,,,,,
1,1,5.3,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,0,,,,,,,
1,1,5.4,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,4,,,,,,,
1,1,5.5,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,4,,,,,,,
1,1,5.6,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,1,,,,,,,
1,1,6.1,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,SM Curran,0,1,,,,,,
1,1,6.2,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,SM Curran,1,,,,,,,
1,1,6.3,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,SM Curran,1,,,,,,,
1,1,6.4,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,SM Curran,0,,,,,,,
1,1,6.5,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,SM Curran,1,,,,,,,
1,1,6.6,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,SM Curran,0,,,,,,,
1,1,6.7,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,SM Curran,0,,,,,,,
1,1,7.1,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,0,,,,,,,
1,1,7.2,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,0,,,,,,,
1,1,7.3,Afghanistan,England,Rahmanullah Gurbaz,Ibrahim Zadran,CR Woakes,1,,,,,,,
1,1,7.4,Afghanistan,England,Ibrahim Zadran,Rahmanullah Gurbaz,CR Woakes,0,,,,,,caught,Ibrahim Zadran
1,1,7.5,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,CR Woakes,0,,,,,,,
1,1,7.6,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,CR Woakes,1,,,,,,,
1,1,8.1,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,SM Curran,1,,,,,,,
1,1,8.2,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,0,,,,,,,
1,1,8.3,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,0,,,,,,,
1,1,8.4,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,1,,,,,,,
1,1,8.5,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,SM Curran,1,,,,,,,
1,1,8.6,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,2,,,,,,,
1,1,9.1,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,CR Woakes,0,,,,,,,
1,1,9.2,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,CR Woakes,0,,,,,,,
1,1,9.3,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,CR Woakes,1,,,,,,,
1,1,9.4,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,CR Woakes,0,,,,,,,
1,1,9.5,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,CR Woakes,0,,,,,,,
1,1,9.6,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,CR Woakes,4,,,,,,,
1,1,10.1,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,SM Curran,1,,,,,,,
1,1,10.2,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,1,,,,,,,
1,1,10.3,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,SM Curran,1,,,,,,,
1,1,10.4,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,0,,,,,,,
1,1,10.5,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,0,,,,,,,
1,1,10.6,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,0,,,,,,,
1,1,11.1,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,11.2,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,11.3,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,RJW Topley,6,,,,,,,
1,1,11.4,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,11.5,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,RJW Topley,0,,,,,,,
1,1,11.6,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,RJW Topley,1,,,,,,,
1,1,12.1,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,SM Curran,0,,,,,,,
1,1,12.2,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,SM Curran,1,,,,,,,
1,1,12.3,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,1,,,,,,,
1,1,12.4,Afghanistan,England,Rahmat Shah,Rahmanullah Gurbaz,SM Curran,1,,,,,,,
1,1,12.5,Afghanistan,England,Rahmanullah Gurbaz,Rahmat Shah,SM Curran,0,,,,,,caught,Rahmanullah Gurbaz
1,1,12.6,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,SM Curran,0,,,,,,,
1,1,13.1,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,RJW Topley,1,,,,,,,
1,1,13.2,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,RJW Topley,4,,,,,,,
1,1,13.3,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,13.4,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,13.5,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,13.6,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,14.1,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,SM Curran,1,,,,,,,
1,1,14.2,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,SM Curran,1,,,,,,,
1,1,14.3,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,SM Curran,0,,,,,,,
1,1,14.4,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,SM Curran,0,,,,,,,
1,1,14.5,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,SM Curran,1,,,,,,,
1,1,14.6,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,SM Curran,1,,,,,,,
1,1,15.1,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,BA Stokes,4,,,,,,,
1,1,15.2,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,BA Stokes,1,,,,,,,
1,1,15.3,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,BA Stokes,0,,,,,,,
1,1,15.4,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,BA Stokes,0,,,,,,,
1,1,15.5,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,BA Stokes,1,,,,,,,
1,1,15.6,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,16.1,Afghanistan,England,Rahmat Shah,Hashmatullah Shahidi,JE Root,1,,,,,,,
1,1,16.2,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,JE Root,0,,,,,,,
1,1,16.3,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,JE Root,4,,,,,,,
1,1,16.4,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,JE Root,4,,,,,,,
1,1,16.5,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,JE Root,6,,,,,,,
1,1,16.6,Afghanistan,England,Hashmatullah Shahidi,Rahmat Shah,JE Root,0,,,,,,caught,Hashmatullah Shahidi
1,1,17.1,Afghanistan,England,Rahmat Shah,Najibullah Zadran,BA Stokes,1,,,,,,,
1,1,17.2,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,1,,,,,,,
1,1,17.3,Afghanistan,England,Rahmat Shah,Najibullah Zadran,BA Stokes,4,,,,,,,
1,1,17.4,Afghanistan,England,Rahmat Shah,Najibullah Zadran,BA Stokes,1,,,,,,,
1,1,17.5,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,17.6,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,4,,,,,,,
1,1,18.1,Afghanistan,England,Rahmat Shah,Najibullah Zadran,JE Root,1,,,,,,,
1,1,18.2,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JE Root,1,,,,,,,
1,1,18.3,Afghanistan,England,Rahmat Shah,Najibullah Zadran,JE Root,1,,,,,,,
1,1,18.4,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JE Root,0,,,,,,,
1,1,18.5,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JE Root,0,,,,,,,
1,1,18.6,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JE Root,1,,,,,,,
1,1,19.1,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,1,,,,,,,
1,1,19.2,Afghanistan,England,Rahmat Shah,Najibullah Zadran,BA Stokes,1,,,,,,,
1,1,19.3,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,19.4,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,19.5,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,19.6,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,0,1,,,,,,
1,1,19.7,Afghanistan,England,Najibullah Zadran,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,20.1,Afghanistan,England,Rahmat Shah,Najibullah Zadran,JE Root,1,,,,,,,
1,1,20.2,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JE Root,1,,,,,,,
1,1,20.3,Afghanistan,England,Rahmat Shah,Najibullah Zadran,JE Root,1,,,,,,,
1,1,20.4,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JE Root,1,,,,,,,
1,1,20.5,Afghanistan,England,Rahmat Shah,Najibullah Zadran,JE Root,1,,,,,,,
1,1,20.6,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JE Root,1,,,,,,,
1,1,21.1,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JC Buttler,0,,,,,,,
1,1,21.2,Afghanistan,England,Najibullah Zadran,Rahmat Shah,JC Buttler,0,,,,,,bowled,Najibullah Zadran
1,1,21.3,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JC Buttler,1,,,,,,,
1,1,21.4,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JC Buttler,1,,,,,,,
1,1,21.5,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JC Buttler,0,,,,,,,
1,1,21.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JC Buttler,1,,,,,,,
1,1,22.1,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,1,,,,,,,
1,1,22.2,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,1,,,,,,,
1,1,22.3,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,0,,,,,,,
1,1,22.4,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,0,,,,,,,
1,1,22.5,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,1,,,,,,,
1,1,22.6,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,1,,,,,,,
1,1,23.1,Afghanistan,England,Rahmat Shah,Mohammad Nabi,SM Curran,1,,,,,,,
1,1,23.2,Afghanistan,England,Mohammad Nabi,Rahmat Shah,SM Curran,0,,,,,,,
1,1,23.3,Afghanistan,England,Mohammad Nabi,Rahmat Shah,SM Curran,1,,,,,,,
1,1,23.4,Afghanistan,England,Rahmat Shah,Mohammad Nabi,SM Curran,1,,,,,,,
1,1,23.5,Afghanistan,England,Mohammad Nabi,Rahmat Shah,SM Curran,0,,,,,,,
1,1,23.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,SM Curran,0,,,,,,,
1,1,24.1,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,1,,,,,,,
1,1,24.2,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,1,,,,,,,
1,1,24.3,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,4,,,,,,,
1,1,24.4,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,0,,,,,,,
1,1,24.5,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,1,,,,,,,
1,1,24.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,0,,,,,,,
1,1,25.1,Afghanistan,England,Rahmat Shah,Mohammad Nabi,SM Curran,0,,,,,,,
1,1,25.2,Afghanistan,England,Rahmat Shah,Mohammad Nabi,SM Curran,0,,,,,,,
1,1,25.3,Afghanistan,England,Rahmat Shah,Mohammad Nabi,SM Curran,1,,,,,,,
1,1,25.4,Afghanistan,England,Mohammad Nabi,Rahmat Shah,SM Curran,1,,,,,,,
1,1,25.5,Afghanistan,England,Rahmat Shah,Mohammad Nabi,SM Curran,1,,,,,,,
1,1,25.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,SM Curran,1,,,,,,,
1,1,26.1,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,0,,,,,,,
1,1,26.2,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,6,,,,,,,
1,1,26.3,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,2,,,,,,,
1,1,26.4,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,1,,,,,,,
1,1,26.5,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,1,,,,,,,
1,1,26.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,1,,,,,,,
1,1,27.1,Afghanistan,England,Mohammad Nabi,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,27.2,Afghanistan,England,Mohammad Nabi,Rahmat Shah,RJW Topley,1,,,,,,,
1,1,27.3,Afghanistan,England,Rahmat Shah,Mohammad Nabi,RJW Topley,1,,,,,,,
1,1,27.4,Afghanistan,England,Mohammad Nabi,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,27.5,Afghanistan,England,Mohammad Nabi,Rahmat Shah,RJW Topley,2,,,,,,,
1,1,27.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,RJW Topley,1,,,,,,,
1,1,28.1,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,1,,,,,,,
1,1,28.2,Afghanistan,England,Rahmat Shah,Mohammad Nabi,BA Stokes,1,,,,,,,
1,1,28.3,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,6,,,,,,,
1,1,28.4,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,1,,,,,,,
1,1,28.5,Afghanistan,England,Rahmat Shah,Mohammad Nabi,BA Stokes,1,,,,,,,
1,1,28.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,29.1,Afghanistan,England,Rahmat Shah,Mohammad Nabi,RJW Topley,0,,,,,,,
1,1,29.2,Afghanistan,England,Rahmat Shah,Mohammad Nabi,RJW Topley,0,,,,,,,
1,1,29.3,Afghanistan,England,Rahmat Shah,Mohammad Nabi,RJW Topley,0,,,,,,,
1,1,29.4,Afghanistan,England,Rahmat Shah,Mohammad Nabi,RJW Topley,1,,,,,,,
1,1,29.5,Afghanistan,England,Mohammad Nabi,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,29.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,30.1,Afghanistan,England,Rahmat Shah,Mohammad Nabi,BA Stokes,1,,,,,,,
1,1,30.2,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,4,,,,,,,
1,1,30.3,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,30.4,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,30.5,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,30.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,31.1,Afghanistan,England,Rahmat Shah,Mohammad Nabi,CR Woakes,1,,,,,,,
1,1,31.2,Afghanistan,England,Mohammad Nabi,Rahmat Shah,CR Woakes,1,,,,,,,
1,1,31.3,Afghanistan,England,Rahmat Shah,Mohammad Nabi,CR Woakes,0,,,,,,,
1,1,31.4,Afghanistan,England,Rahmat Shah,Mohammad Nabi,CR Woakes,1,,,,,,,
1,1,31.5,Afghanistan,England,Mohammad Nabi,Rahmat Shah,CR Woakes,4,,,,,,,
1,1,31.6,Afghanistan,England,Mohammad Nabi,Rahmat Shah,CR Woakes,1,,,,,,,
1,1,32.1,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,2,,,,,,,
1,1,32.2,Afghanistan,England,Mohammad Nabi,Rahmat Shah,JE Root,1,,,,,,,
1,1,32.3,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,4,,,,,,,
1,1,32.4,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,0,,,,,,,
1,1,32.5,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,0,,,,,,,
1,1,32.6,Afghanistan,England,Rahmat Shah,Mohammad Nabi,JE Root,1,,,,,,,
1,1,33.1,Afghanistan,England,Rahmat Shah,Mohammad Nabi,CR Woakes,1,,,,,,,
1,1,33.2,Afghanistan,England,Mohammad Nabi,Rahmat Shah,CR Woakes,0,,,,,,caught,Mohammad Nabi
1,1,33.3,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,CR Woakes,1,,,,,,,
1,1,33.4,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,CR Woakes,1,,,,,,,
1,1,33.5,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,CR Woakes,0,,,,,,,
1,1,33.6,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,CR Woakes,1,,,,,,,
1,1,34.1,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,JE Root,1,,,,,,,
1,1,34.2,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,JE Root,1,,,,,,,
1,1,34.3,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,JE Root,4,,,,,,,
1,1,34.4,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,JE Root,1,,,,,,,
1,1,34.5,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,JE Root,1,,,,,,,
1,1,34.6,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,JE Root,4,,,,,,,
1,1,35.1,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,SM Curran,0,,,,,,,
1,1,35.2,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,SM Curran,1,,,,,,,
1,1,35.3,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,SM Curran,1,,,,,,,
1,1,35.4,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,SM Curran,2,,,,,,,
1,1,35.5,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,SM Curran,1,,,,,,,
1,1,35.6,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,SM Curran,0,,,,,,,
1,1,36.1,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,CR Woakes,4,,,,,,,
1,1,36.2,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,CR Woakes,0,,,,,,,
1,1,36.3,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,CR Woakes,1,,,,,,,
1,1,36.4,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,CR Woakes,0,,,,,,,
1,1,36.5,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,CR Woakes,0,,,,,,,
1,1,36.6,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,CR Woakes,1,,,,,,,
1,1,37.1,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,37.2,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,BA Stokes,0,,,,,,,
1,1,37.3,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,BA Stokes,1,,,,,,,
1,1,37.4,Afghanistan,England,Rahmat Shah,Azmatullah Omarzai,BA Stokes,1,,,,,,,
1,1,37.5,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,BA Stokes,4,,,,,,,
1,1,37.6,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,BA Stokes,1,,,,,,,
1,1,38.1,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,38.2,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,38.3,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,38.4,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,38.5,Afghanistan,England,Azmatullah Omarzai,Rahmat Shah,RJW Topley,0,,,,,,caught,Azmatullah Omarzai
1,1,38.6,Afghanistan,England,Rashid Khan,Rahmat Shah,RJW Topley,0,,,,,,,
1,1,39.1,Afghanistan,England,Rahmat Shah,Rashid Khan,SM Curran,0,,,,,,,
1,1,39.2,Afghanistan,England,Rahmat Shah,Rashid Khan,SM Curran,1,,,,,,,
1,1,39.3,Afghanistan,England,Rashid Khan,Rahmat Shah,SM Curran,1,,,,,,,
1,1,39.4,Afghanistan,England,Rahmat Shah,Rashid Khan,SM Curran,0,,,,,,,
1,1,39.5,Afghanistan,England,Rahmat Shah,Rashid Khan,SM Curran,0,,,,,,,
1,1,39.6,Afghanistan,England,Rahmat Shah,Rashid Khan,SM Curran,1,,,,,,,
1,1,40.1,Afghanistan,England,Rahmat Shah,Rashid Khan,JE Root,1,,,,,,,
1,1,40.2,Afghanistan,England,Rashid Khan,Rahmat Shah,JE Root,1,,,,,,,
1,1,40.3,Afghanistan,England,Rahmat Shah,Rashid Khan,JE Root,1,,,,,,,
1,1,40.4,Afghanistan,England,Rashid Khan,Rahmat Shah,JE Root,0,,,,,,,
1,1,40.5,Afghanistan,England,Rashid Khan,Rahmat Shah,JE Root,1,,,,,,,
1,1,40.6,Afghanistan,England,Rahmat Shah,Rashid Khan,JE Root,1,,,,,,,
1,1,41.1,Afghanistan,England,Rahmat Shah,Rashid Khan,JC Buttler,0,,,,,,bowled,Rahmat Shah
1,1,41.2,Afghanistan,England,Mujeeb Ur Rahman,Rashid Khan,JC Buttler,1,,,,,,,
1,1,41.3,Afghanistan,England,Rashid Khan,Mujeeb Ur Rahman,JC Buttler,1,,,,,,,
1,1,41.4,Afghanistan,England,Mujeeb Ur Rahman,Rashid Khan,JC Buttler,1,,,,,,,
1,1,41.5,Afghanistan,England,Rashid Khan,Mujeeb Ur Rahman,JC Buttler,2,,,,,,,
1,1,41.6,Afghanistan,England,Rashid Khan,Mujeeb Ur Rahman,JC Buttler,1,,,,,,,
1,1,42.1,Afghanistan,England,Rashid Khan,Mujeeb Ur Rahman,JE Root,1,,,,,,,
1,1,42.2,Afghanistan,England,Mujeeb Ur Rahman,Rashid Khan,JE Root,1,,,,,,,
